-0.976485,0.98442733
-0.91780126,0.99976057
-0.70733386,0.9997718
-0.98575103,0.9010996
-0.8934112,0.999339
-0.9985192,0.97093004
-0.89196485,0.99755883
-0.99516904,0.9999074
-0.99145526,0.9998137
-0.98374444,0.8729961
-0.99563855,0.9686575
-0.9300187,0.9984352
-0.9956013,0.9701697
-0.9966054,0.6011899
-0.9997905,0.9892902
-0.99994695,0.90057224
-0.9713849,0.95438135
-0.99852985,0.9933446
-0.9852942,0.99645275
-0.99841183,0.8505121
-0.8913179,0.99959403
-0.19253284,0.9998869
-0.97246146,0.99971193
-0.999554,0.99702996
-0.9981132,0.9452278
-0.92286694,0.99894834
-0.99935794,0.7495464
-0.99681956,0.9798483
-0.5855499,0.9992365
-0.98908436,0.99591404
-0.9914747,0.98310405
-0.91244936,0.9948218
-0.810157,0.9969419
-0.99944407,0.8695983
-0.9674846,0.9968545
-0.9998411,0.92974174
-0.9327157,0.9960084
-0.6891653,0.99693936
-0.96482795,0.98598385
-0.99996877,0.6516972
-0.9803928,0.95316875
-0.9892635,0.9878723
-0.99725896,0.8899586
-0.9995903,0.9588311
-0.99120975,0.99937797
-0.9866623,0.99503493
-0.7477657,0.99189824
-0.98721445,0.99513656
-0.98317426,0.99781084
-0.9782108,0.99479795
-0.9979445,0.97492915
-0.99964714,0.44394803
-0.9908961,0.99771863
-0.99536586,0.9928436
-0.9825985,0.99834776
-0.99350834,0.9968945
-0.99863285,0.93851507
-0.9856315,0.7596177
-0.9879399,0.9979909
-0.999635,0.7350121
-0.81669337,0.99959725
-0.99943626,0.9966017
-0.9846851,0.9985995
-0.99897295,0.99522054
-0.99613404,0.89317304
-0.005905831,0.99961424
-0.99957585,0.4361321
-0.80283445,0.9996571
-0.9873077,0.9826267
-0.99515486,0.9601618
-0.9996908,0.56103295
-0.9784255,0.9917377
-0.992583,0.9983955
-0.9696772,0.99655044
-0.99887043,0.9506918
-0.99934316,0.98926723
-0.9734927,0.9985079
-0.99545187,0.81013817
-0.99482983,0.991119
-0.9114671,0.9739535
-0.9886141,0.99755186
-0.9998753,0.6899497
-0.9436088,0.76298046
-0.9995386,0.99501455
